Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4586891,,None,542.62,2,5.53,451c,O=C(CCCCCn1cc(-c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)nn1)NO,IC50,'=',5740,nM,5.24,,,UO_0000065,9.66,0.18,-0.29,3.81,0,CHEMBL4422800,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in insect cells using Boc-l-Lys(Ac)-AMC as substrate preincubated up to 3 hrs and measured after 35 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL3621988,TUCIDINOSTAT,3,390.42,0,3.38,1; CS055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4854201,,None,417.49,1,5.19,22,CC(C)(C)Nc1c(-c2cccc(C(=O)Nc3ccc(F)cc3N)c2)nc2ccccn12,IC50,'=',2120,nM,5.67,,,UO_0000065,13.59,0.25,0.48,6.72,0,CHEMBL4813404,Inhibition of C-terminal His-tagged human recombinant full length HDAC3 (1 to 428 residues)/N-terminal GST-tagged human recombinant NCOR2 (395 to 489 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release using fluorogenic HDAC substrate 3 measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR,
CHEMBL4744689,,None,440.51,0,1.76,20q,Nc1ncc(-c2nc(N3CCOCC3)c3ccn(CCCCCCC(=O)NO)c3n2)cn1,IC50,'=',0.66,nM,9.18,,,UO_0000065,20.84,0.39,7.42,6.36,0,CHEMBL4707186,Inhibition of recombinant human C-terminal His-tagged HDAC3 (1 to 428 end residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate 3 measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL3622730,,None,606.81,1,4.42,19,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,IC50,'=',8.9,nM,8.05,,,UO_0000065,13.27,0.27,3.63,5.61,0,CHEMBL5030845,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using fluorometric substrate measured after 60 mins by FRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL5030507,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL3955253,,None,425.49,0,2.36,7a,CCOc1ccc(C[C@H]2C[C@@H](C(=O)NO)C2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,IC50,'=',279,nM,6.55,,,UO_0000065,,,,,0,CHEMBL3860993,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate after 30 mins by fluorescence analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3860059,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL3900593,,None,425.49,0,2.36,rac-7; CM-414,CCOc1ccc(CC2CC(C(=O)NO)C2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,IC50,'=',322,nM,6.49,,,UO_0000065,,,,,0,CHEMBL3860993,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate after 30 mins by fluorescence analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3860059,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL5089854,,None,401.49,0,2.44,13d,O=C(CCCSC[C@H](NC(=O)c1ccccc1)C(=O)Nc1ccccc1)NO,IC50,'=',125.7,nM,6.9,,,UO_0000065,17.19,0.34,4.46,6.42,0,CHEMBL5056738,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as fluorogenic substrate measured after 1 hr by flourescence plate reader method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL5055644,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL4850606,,None,536.67,2,5.4,9c,COc1cc2c(NCC3CCC(C(=O)NO)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',109,nM,6.96,,,UO_0000065,12.97,0.24,1.56,6.38,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL4865830,,None,549.68,1,3.65,10a,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(C)nc2cc1OCCCN1CCCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL3828518,,None,505.54,2,1.42,10c,COc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cc1,IC50,'=',2.55,nM,8.59,,,UO_0000065,17,0.32,7.17,5.98,0,CHEMBL3829033,Inhibition of full length C-terminal His-tagged human recombinant HDAC3/NCOR2 (395 to 489 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL4583564,,None,411.42,0,2.62,16c,CCCNNC(=O)c1ccc(CNCc2ccccc2)cc1.O=C(O)C(F)(F)F,IC50,'=',96.71,nM,7.01,,,UO_0000065,23.59,0.44,4.39,13.2,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4474900,,None,515.54,0,3.36,13c,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NNCCC#N)cc1.O=C(O)C(F)(F)F,IC50,'=',34.82,nM,7.46,,,UO_0000065,18.58,0.34,4.1,8.04,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4465023,,None,574.69,1,5.76,28d,CCCCCN(CCC)NC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O=C(O)C(F)(F)F,IC50,'=',321.1,nM,6.49,,,UO_0000065,14.1,0.26,0.73,10.79,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4448939,,None,588.72,1,6.15,28e,CCCCCCN(CCC)NC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O=C(O)C(F)(F)F,IC50,'=',143.2,nM,6.84,,,UO_0000065,14.42,0.27,0.69,11.38,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4437165,,None,526.66,1,3.28,2,CN(C)c1cccc2c(S(=O)(=O)N(CCCCCC(=O)NO)CC(=O)NCc3ccccc3)cccc12,IC50,'=',87,nM,7.06,,,UO_0000065,13.41,0.26,3.78,5.93,0,CHEMBL4399659,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using ZMAL as substrate incubated for 90 mins by fluorometric method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4396931,1,Scientific Literature,Bioorg Med Chem,2019,CHEMBL3308860,,,
CHEMBL4078721,,None,556.8,1,3.08,8,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSCCS)OC1=O,IC50,'=',43,nM,7.37,,,UO_0000065,13.23,0.29,4.29,6.71,0,CHEMBL4021380,Inhibition of full length human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using BPS HDAC substrate 3 after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4020727,1,Scientific Literature,Bioorg Med Chem,2017,None,,,
CHEMBL4099942,,None,523.64,1,1.31,7,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCC(=O)NO)OC1=O,IC50,'=',29,nM,7.54,,,UO_0000065,14.39,0.29,6.23,4.74,0,CHEMBL4021380,Inhibition of full length human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using BPS HDAC substrate 3 after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4020727,1,Scientific Literature,Bioorg Med Chem,2017,None,,,
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,Tubastatin A,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'=',2260,nM,5.65,,,UO_0000065,,,,,0,CHEMBL4198902,Inhibition of full length human recombinant C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (95 to 489 residues) expressed in baculovirus infected sf9 cells using fluorogenic HDAC substrate 3 after 30 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4196089,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL155579,,None,152.15,0,0.39,2,Nc1ccc(C(=O)NO)cc1,IC50,'=',18402,nM,4.74,,,UO_0000065,,,,,0,CHEMBL4416954,Inhibition of C-terminal His-tagged human HDAC3 (1 to 428 residues)/N-terminal GST tagged human NCOR2 (395 to 489) expressed in baculovirus infected sf9 insect cells pretreated with compound followed by Fluor de Lys deacetylase substrate addition by fluorescence method,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4414648,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4861149,,None,518.5,2,6.22,15,CC(C)(C)Nc1c(-c2cccc(-c3nc4cc(-c5noc(C(F)(F)F)n5)ccc4[nH]3)c2)nc2cnccn12,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4813404,Inhibition of C-terminal His-tagged human recombinant full length HDAC3 (1 to 428 residues)/N-terminal GST-tagged human recombinant NCOR2 (395 to 489 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release using fluorogenic HDAC substrate 3 measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,,
CHEMBL4854692,,None,401.39,1,5.28,19,CC(C)(C)Nc1c(-c2ccc(-c3noc(C(F)(F)F)n3)cc2)nc2ccccn12,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4813404,Inhibition of C-terminal His-tagged human recombinant full length HDAC3 (1 to 428 residues)/N-terminal GST-tagged human recombinant NCOR2 (395 to 489 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release using fluorogenic HDAC substrate 3 measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,,
CHEMBL356769,TUBACIN,None,721.88,2,8.62,Tubacin,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,'=',1270,nM,5.9,,,UO_0000065,8.17,0.15,-2.72,4.12,1,CHEMBL2432125,Inhibition of HDAC3/NcoR2 (unknown origin) using RHKKAc as substrate,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL2429834,1,Scientific Literature,J Med Chem,2013,None,,,
CHEMBL3827894,,None,492.5,1,-0.22,10s,CN(Cc1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,'=',3.29,nM,8.48,,,UO_0000065,17.22,0.32,8.7,4.56,0,CHEMBL3829033,Inhibition of full length C-terminal His-tagged human recombinant HDAC3/NCOR2 (395 to 489 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL3827517,,None,476.5,1,0.81,10y,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccncc3)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,'=',2.7,nM,8.57,,,UO_0000065,17.98,0.33,7.76,5.82,0,CHEMBL3829033,Inhibition of full length C-terminal His-tagged human recombinant HDAC3/NCOR2 (395 to 489 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL3622533,FIMEPINOSTAT,2,508.56,2,2.14,CUDC-907,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,IC50,'=',1.8,nM,8.74,,,UO_0000065,17.2,0.33,6.6,6.3,0,CHEMBL3829033,Inhibition of full length C-terminal His-tagged human recombinant HDAC3/NCOR2 (395 to 489 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL4086442,,None,527.63,1,3.48,13b,CCCNNC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,IC50,'=',5.63,nM,8.25,,,UO_0000065,15.63,0.29,4.77,6.63,0,CHEMBL4024067,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4066668,,None,541.65,1,3.87,13c,CCCCNNC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,IC50,'=',16.54,nM,7.78,,,UO_0000065,14.37,0.27,3.91,6.26,0,CHEMBL4024067,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4077664,,None,553.66,1,4.01,15a,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCc2ccc(C(=O)NNC3CCCC3)cc2)cc1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4024067,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4097567,,None,521.66,1,3.62,13g,CCCNNC(=O)CCCCCCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(OC)cc1,IC50,'=',5.205,nM,8.28,,,UO_0000065,15.88,0.3,4.66,6.66,0,CHEMBL4024067,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL576321,,None,159.19,0,2.13,13,Nc1ccc(O)c2ccccc12,IC50,'=',80000,nM,4.1,,,UO_0000065,25.74,0.47,1.97,8.86,0,CHEMBL4139713,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) co-expressed in baculovirus infected sf9 cells using Boc-Lys(epsioln-Ac)-AMC as substrate after 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4138110,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4163971,,None,405.47,1,5.04,116,CC(C)[C@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1,IC50,'=',79.98,nM,7.1,,,UO_0000065,17.5,0.32,2.06,8.43,0,CHEMBL4275645,Inhibition of full length human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) co-expressed in baculovirus infected sf9 cells using (FAM)-labeled acetylated peptide substrate after 60 mins by caliper microfluidic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4270635,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4078458,,None,345.4,0,4.55,53,COc1ccc(/C=C/C(=O)NO)c(-c2ccc(-c3ccccc3)cc2)c1,IC50,'=',3000,nM,5.52,,,UO_0000065,15.99,0.29,0.97,9.43,0,CHEMBL4771505,Inhibition of HDAC3/NCoR2 (unknown origin) using p53 (379 to 382 residues) (Arg-His-Lys-Lys(Ac)) as substrate incubated for 30 mins by fluorescence method,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.5 hr,INHIBITOR,
CHEMBL4277593,,None,537.69,2,6.66,37,CC(C)(C)OC(=O)Nc1cccc(-c2csc(NC(=O)CCCCCCC(=O)Nc3ccccc3N)n2)c1,IC50,'=',159.96,nM,6.8,,,UO_0000065,12.64,0.24,0.14,5.02,0,CHEMBL4275644,Inhibition of His6-tagged HDAC3/SMRT (395 to 489 residues) (unknown origin) co-expressed in baculovirus infected sf9 cells using (FAM)-labeled acetylated peptide substrate after 17 hrs by caliper microfluidic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4270635,1,Scientific Literature,Eur J Med Chem,2018,None,,,
