zinc_id,smiles
ZINC000003869728,C[C@@](O)(C(=O)O)[C@H](CC(=O)O)C(=O)O
ZINC000100029264,N[P@@](=O)(OCCC=O)N(CCCl)CCCl
ZINC000003606265,C[C@](O)(C(=O)O)[C@@H](CC(=O)O)C(=O)O
ZINC000019632663,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1
ZINC000019632657,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1
ZINC000019685788,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1
ZINC000019685790,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1
ZINC000095493347,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)[C@H](c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
ZINC000000896507,CNC[C@H](O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
ZINC000026295482,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
ZINC000001873938,O=C(Cn1ccnc1[N+](=O)[O-])NCCO
ZINC000003781942,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC
ZINC000003924950,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O
ZINC000004214205,CC[C@H](Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
ZINC000004655055,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
ZINC000005736075,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[C@@H](C(=O)N(C)C)N3)[C@H](C)[C@H]12
ZINC000007997571,O=C1OCCN1/N=C\c1ccc([N+](=O)[O-])o1
ZINC000008101114,CN[C@@H](C)[C@@H]1CC[C@H](N)[C@H](O[C@@H]2[C@H](N)C[C@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@@H](NC)[C@H]3O)[C@@H]2O)O1
ZINC000008214428,CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC
ZINC000000031165,c1cncc([C@@H]2CCCCN2)c1
ZINC000000058117,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
ZINC000000391122,C/C=C/c1ccc(O)c(OC)c1
ZINC000000897143,C=CC=O
ZINC000004096712,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
ZINC000118913630,CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1
ZINC000000001548,Cc1cccc(C(=O)O)c1O
ZINC000000002062,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
ZINC000000403567,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
ZINC000001482005,CC(C)(O)C(Cl)(Cl)Cl
ZINC000003831317,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
ZINC000003935130,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
ZINC000004097186,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
ZINC000019369227,CCN(CC)CCN[C@H](C(=O)OCCC(C)C)c1ccccc1
ZINC000019117728,CN(C)CCN(Cc1ccccc1)c1ccccn1
ZINC000019203852,O=C1O[C@@H](CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1
ZINC000034017644,C[C@@H](C(=O)O)c1cccc(C[C@H]2CCCC2=O)c1
ZINC000013545632,CCC1(CC)C(=O)NC(=O)NC1=O
ZINC000005127810,O=c1cc[nH]c(=S)[nH]1
ZINC000005131989,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000005850277,C1CNCCN1
ZINC000019230196,COC(=O)[C@@H](N)CS
ZINC000100031739,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O
ZINC000000001872,O=C(O)c1ccc[n+]([O-])c1
ZINC000000004760,O[C@](CCN1CCCC1)(c1ccccc1)C1CCCCC1
ZINC000000968278,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)O2
ZINC000001533688,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1
ZINC000002020083,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
ZINC000000001322,O=C1c2c(O)cccc2Cc2cccc(O)c21
ZINC000003775641,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21
ZINC000000000226,CC(=O)Nc1ccc(C(=O)O)cc1
ZINC000000000808,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccccc21
ZINC000000001099,NS(=O)(=O)c1ccc(C(=O)O)cc1
ZINC000000113389,O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
ZINC000003629718,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
ZINC000003830709,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O
ZINC000003860897,C[C@@H](O)CC(C)(C)O
ZINC000003922156,O=S(=O)(O)CCSSCCS(=O)(=O)O
ZINC000004099011,C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O
ZINC000004468952,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O
ZINC000000898188,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O
ZINC000002008786,C=C(C)[C@@H]1CN[C@H](C(=O)O)[C@@H]1CC(=O)O
ZINC000000001624,CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1
ZINC000000056399,CN[C@@H](C)[C@H](O)c1ccc(O)cc1
ZINC000000001651,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1
ZINC000000056555,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
ZINC000000016956,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F
ZINC000000001579,CC(C)NNC(=O)c1ccncc1
ZINC000000014551,C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
ZINC000000402848,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3
ZINC000000402956,C[C@H](N)CCCC(C)(C)O
ZINC000001590885,CNC(=O)Oc1ccccc1OC(C)C
ZINC000001542929,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1
ZINC000001544805,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
ZINC000001546844,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
ZINC000001565247,Oc1ccc([C@@H](O)[C@@H]2CCCCN2)cc1O
ZINC000001599730,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1
ZINC000001542594,CN1c2ccccc2[C@H](NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O
ZINC000001587572,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1
ZINC000001538318,N=C(N)NCc1cccc(I)c1
ZINC000001540228,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
ZINC000001542393,CCCCN(CCCC)CC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
ZINC000001599729,O=c1cccc2n1C[C@H]1CNC[C@H]2C1
ZINC000029210629,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC
ZINC000029338422,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@H]2CC[C@@H]1N2CCCF
ZINC000003783800,Clc1cc(Cl)c2c(c1)CCc1ccccc1[C@H]2n1ccnc1
ZINC000003782183,CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
ZINC000003779726,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
ZINC000003780929,CCOCCP(CCOCC)CCP(CCOCC)CCOCC
ZINC000003786466,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
ZINC000001566899,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
ZINC000028870000,O=C(/C=C/c1ccccc1)NCCCCN1CCc2ccccc2C1
ZINC000001543181,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12
ZINC000001545565,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
ZINC000001567421,c1ccc2c(c1)Sc1ccccc1N2C[C@@H]1CN2CCC1CC2
ZINC000000125031,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
ZINC000000119839,c1ccc([C@H]2CN3CCSC3=N2)cc1
ZINC000003201948,C[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)[C@H](O)c1ccccc1)C2
ZINC000000013936,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1
ZINC000001542890,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
ZINC000001542907,NCC1CCC(C(=O)O)CC1
ZINC000000057008,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
ZINC000000057260,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
ZINC000000057319,C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1
ZINC000000523926,Cc1ccc(S(=O)(=O)/N=C(\O)NN2C[C@@H]3CCC[C@H]3C2)cc1
ZINC000002112569,CN1[C@@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H](O)C2
ZINC000000538337,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
ZINC000000538174,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1
ZINC000000057348,C[C@@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
ZINC000029489118,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
ZINC000001542927,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
ZINC000001546843,CC(=O)SC[C@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
ZINC000000057406,COc1ccc(OC)c([C@@H](O)[C@H](C)N)c1
ZINC000000057412,COc1cc(C)nc(-n2nc(C)cc2OC)n1
ZINC000000049151,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
ZINC000001542891,COc1ccc(CCNC[C@H](O)COc2cccc(C)c2)cc1OC
ZINC000001542916,CCCCCCNC(=O)n1cc(F)c(O)nc1=O
ZINC000118913726,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@@]21C
ZINC000003079364,C[C@@H](N)CCCC(C)(C)O
ZINC000000049583,O=c1cccc2n1C[C@H]1CNC[C@@H]2C1
ZINC000003875387,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)CC1=O
ZINC000005850754,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
ZINC000000000401,CC[C@H](NC(C)C)[C@@H](O)c1ccc(O)c(O)c1
ZINC000000000407,C[C@H](N[C@H](C)COc1ccccc1)[C@@H](O)c1ccc(O)cc1
ZINC000000039906,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
ZINC000000896449,CCN(CC)C(=O)[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1OC(C)=O
ZINC000001542146,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1
ZINC000002504638,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
ZINC000003201958,C[C@H](COc1ccccc1)N[C@H](C)[C@H](O)c1ccc(O)cc1
ZINC000003822702,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21
ZINC000003830970,C[C@H](N[C@H](C)COc1ccccc1)[C@H](O)c1ccc(O)cc1
ZINC000003875311,C[C@@H](C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2
ZINC000003996032,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1
ZINC000000007563,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
ZINC000003983936,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
ZINC000004096261,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1
ZINC000002040854,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O
ZINC000004097376,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
ZINC000003830206,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O
ZINC000003830962,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I
ZINC000001529776,CNC(=N)NCCC[C@H](N)C(=O)O
ZINC000003830820,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
ZINC000004521470,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O
ZINC000003830417,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
ZINC000003830432,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O
ZINC000000001927,N[C@H](Cc1ccccc1)C(=O)O
ZINC000000213065,O=C(O)Cc1ccc(O)cc1
ZINC000003830477,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1
ZINC000004896000,N=C(N)c1ccc(/C=C\c2ccc(C(=N)N)cc2O)cc1
ZINC000005650070,CCN(CC)CCOc1cccc(OCCN(CC)CC)c1OCCN(CC)CC
ZINC000001482039,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
ZINC000001482913,O=C(O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1
ZINC000004824235,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1
ZINC000001481960,Cc1cnc(C(=O)O)c[n+]1[O-]
ZINC000001482149,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1
ZINC000004474539,NNc1nnc(NN)c2ccccc12
ZINC000004097406,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
ZINC000000002097,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
ZINC000000002188,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
ZINC000000005191,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
ZINC000100734163,C1=C/C(=C2\N=c3cnc4c(c3=N2)COCC4)NO1
ZINC000000009710,C1=Cc2cccc(OC[C@@H]3CNCCO3)c2C1
ZINC000006165883,CC(=O)Nc1ccc(CC(=O)O)cc1
ZINC000013545678,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000014880002,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21
ZINC000014880004,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
ZINC000014953365,CCCOc1ccccc1-c1nc(O)c2n[nH]nc2n1
ZINC000000001695,C[C@H](N)[C@H](O)c1cccc(O)c1
ZINC000000001003,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
ZINC000000001718,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
ZINC000000020235,C[C@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
ZINC000000020252,C[C@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1
ZINC000000001136,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1
ZINC000000001137,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
ZINC000000001971,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
ZINC000000000637,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)n1
ZINC000000000589,C[C@H](C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1
ZINC000008215403,NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
ZINC000008215434,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C
ZINC000006037092,C[C@@H](C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1
ZINC000000537874,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC
ZINC000000537877,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
ZINC000100004231,O=C1C(CC[S@@](=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
ZINC000100004862,O=C1c2ccccc2C(=O)C1c1ccccc1
ZINC000100006429,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
ZINC000100036830,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C
ZINC000100037964,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@@H]1N2CCCF
ZINC000100070274,Nc1c(Br)cc(Br)cc1CN[C@@H]1CC[C@H](O)CC1
ZINC000004284473,CC(=O)Oc1cccc(C)c1
ZINC000100014950,O[C@](CCN1CCCCC1)(c1ccccc1)[C@H]1C[C@H]2C=C[C@H]1C2
ZINC000100015486,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
ZINC000100029423,CN1C[C@H](O)C2=C/C(=N\NC(N)=O)C(=O)C=C21
ZINC000100030679,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
ZINC000100037178,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)[C@H](C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
ZINC000100038546,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
ZINC000100210150,C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@](N)(C3)C2
ZINC000000538328,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1
ZINC000000538362,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1
ZINC000000135391,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O
ZINC000000039092,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
ZINC000008035017,CCCCCCCCCCCCCCCC(=O)NCCO
ZINC000008214373,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
ZINC000000120249,Cc1ncc(CO)c(C=O)c1O
ZINC000100022257,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C)C2(C)C
ZINC000100030631,CN1C(=O)C[C@@H](c2ccccc2)C1=O
ZINC000100036823,CCCC(CCC)C(=O)OC1C[C@H]2CC[C@H](C1)[N+]2(C)C
ZINC000100229169,O=C1c2ccccc2C(=O)C1c1ccc(C(F)(F)F)cc1
ZINC000000000558,NC[C@@H](O)c1ccc(O)cc1
ZINC000000000867,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12
ZINC000000001217,CN1C(=O)CC[C@@H]1c1cccnc1
ZINC000000057674,O=c1cc(-c2ccccc2)oc2ccccc12
ZINC000000083860,O=C(O)Cc1c[nH]c2ccccc12
ZINC000000120234,Cn1c(=O)[nH]c2ncn(C)c2c1=O
ZINC000000154729,C[N+](C)(C)C[C@@H](O)CC(=O)O
ZINC000000402766,CN1C(=O)CC[C@H]1c1cccnc1
ZINC000001492231,OC[C@@H]1NC[C@@H](O)[C@H]1O
ZINC000001532729,O=C(O)CCCC[C@H]1CCSS1
ZINC000003861150,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
ZINC000100042076,CN1[C@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2
ZINC000100003504,O=C1[C@@H]2CC3C[C@@H]1CC(O)(C3)C2
ZINC000100003506,O=C1[C@H]2CC3C[C@H]1CC(O)(C3)C2
ZINC000100003507,N#C[C@@H]1CCCN1C(=O)CNC12C[C@@H]3C[C@H](CC(O)(C3)C1)C2
ZINC000100004233,O=C1C(CC[S@](=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
ZINC000100036834,CCCC(CCC)C(=O)OC1C[C@@H]2CC[C@@H](C1)[N+]2(C)C
ZINC000100037101,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
ZINC000100040388,CN1C[C@@H](O)C2=C/C(=N\NC(N)=O)C(=O)C=C21
ZINC000100089496,C[C@@H]1CN([C@@H]2CC[C@@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
ZINC000100014947,O[C@@](CCN1CCCCC1)(c1ccccc1)[C@H]1C[C@H]2C=C[C@H]1C2
ZINC000100015470,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
ZINC000100018852,CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2
ZINC000100022260,CC(=O)O[C@H]1C[C@@H]2CC[C@]1(C)C2(C)C
ZINC000100030989,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
ZINC000100037181,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)[C@@H](C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
ZINC000000005994,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
ZINC000100011979,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC
ZINC000100037135,OCCN1CCN(CC/C=C2/c3ccccc3S[C@@H]3C=CC(C(F)(F)F)=C[C@@H]23)CC1
ZINC000100038287,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@]1(C(=O)C(C)C)C2=O
ZINC000100218367,CC(C)[C@H](C)/C=C/[C@H](C)[C@H]1CC[C@@H]2/C(=C/C=C3/C[C@@H](O)CC[C@H]3C)CCC[C@]21C
ZINC000100014940,O[C@@](CCN1CCCCC1)(c1ccccc1)[C@@H]1C[C@H]2C=C[C@H]1C2
ZINC000100015491,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O
ZINC000100019188,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
ZINC000100030674,CC[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
ZINC000008637880,CC1=C(/C=C/C(C)=C\C=C/C(C)=C\CO)C(C)(C)CCC1
ZINC000100003509,N#C[C@@H]1CCCN1C(=O)CNC12C[C@H]3C[C@@H](CC(O)(C3)C1)C2
ZINC000100003913,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
ZINC000100004227,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
ZINC000100014943,O[C@](CCN1CCCCC1)(c1ccccc1)[C@@H]1C[C@H]2C=C[C@H]1C2
ZINC000100037132,OCCN1CCN(CC/C=C2/c3ccccc3S[C@H]3C=CC(C(F)(F)F)=C[C@H]23)CC1
ZINC000100076868,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl
ZINC000008673078,Nc1cc(-c2ccncc2)c[nH]c1=O
ZINC000000902159,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O
ZINC000000004942,CC(C)(Oc1ccc([C@H]2CC2(Cl)Cl)cc1)C(=O)O
ZINC000000000106,Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1
ZINC000000001797,O=C(c1cccnc1)N1CCOCC1
ZINC000049918329,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@@H]2C[C@@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
ZINC000049918330,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
ZINC000049925459,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2
ZINC000000000268,CCOC(=O)[C@]1(c2ccccc2)CCCN(C)CC1
ZINC000000000949,COc1ccc(-c2cc(=S)ss2)cc1
ZINC000000001490,Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O
ZINC000000001748,Oc1ccc(OCc2ccccc2)cc1
ZINC000000003837,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
